rowID,userId,userSessionId,teamLevel,platformType,count_gameclicks,count_hits,count_buyId,avg_price
180,807,9791,3,linux,75,10,1,1
181,279,9792,3,windows,80,9,1,2
182,868,9793,3,iphone,60,9,2,15
183,2127,9799,3,linux,56,7,2,1
184,127,9804,3,iphone,82,8,2,20
185,2161,9805,3,android,84,11,1,3
186,1926,9816,3,android,87,7,1,3
187,515,9817,3,iphone,94,14,1,10
188,810,9829,3,android,94,17,1,3
189,2030,9831,3,windows,94,15,1,1
190,1393,9832,3,linux,103,11,1,1
191,448,9833,3,android,106,14,3,2.67
192,881,9835,3,iphone,33,2,2,12.5
193,1740,9843,3,windows,42,4,1,3
194,670,9844,3,iphone,49,3,2,12.5
195,1538,9847,3,iphone,47,8,2,20
196,769,9850,3,android,40,4,1,3
197,1687,9851,3,android,45,3,2,3.5
198,1042,9854,3,android,90,7,1,10
199,178,9857,3,iphone,93,9,2,20
200,165,9859,3,iphone,95,9,1,20
201,243,9862,3,linux,76,14,1,1
202,1163,9863,3,android,81,12,1,3
203,2355,9871,3,iphone,116,14,1,20
204,867,9872,3,iphone,103,18,1,5
205,2133,9875,3,android,106,10,1,3
206,1085,9882,3,windows,113,9,1,1
207,1645,9883,3,mac,99,9,1,1
208,462,9889,3,android,148,18,1,5
209,212,9891,3,android,125,16,1,3
210,1588,9894,3,android,66,3,1,1
211,1567,9897,3,android,50,6,1,3
212,1157,9903,3,android,61,9,1,3
213,564,9907,3,linux,58,10,2,1
214,846,9908,3,iphone,62,5,1,20
215,2009,9909,3,iphone,48,7,1,10
216,2084,9910,3,iphone,53,12,1,2
217,1315,9912,3,windows,107,8,3,5.33
218,12,9914,3,iphone,90,8,1,10
219,736,9915,3,android,108,9,1,3
220,473,9917,3,iphone,98,11,1,10
221,1360,9918,3,iphone,117,12,2,15
222,1264,9939,3,linux,128,12,1,1
223,1307,9942,3,windows,123,14,1,3
224,1270,9944,3,iphone,94,12,1,10
225,62,9945,3,android,82,5,2,1.5
226,2132,9949,3,iphone,104,16,1,3
227,367,9950,3,windows,96,12,1,1
228,1525,9954,3,iphone,70,6,2,15
229,65,9961,3,android,87,9,2,3
230,343,9965,3,windows,99,13,1,1
231,595,9970,3,iphone,77,9,1,20
232,1457,9971,3,windows,80,5,1,1
233,1821,9974,3,windows,262,31,1,1
234,244,9990,3,android,109,13,1,3
235,2359,9997,3,iphone,86,10,1,20
236,84,10001,3,android,97,16,1,3
237,2177,10013,3,iphone,144,23,2,15
238,417,10016,3,android,142,24,2,11
239,1206,10021,3,android,123,14,1,20
240,352,10022,3,iphone,127,17,1,20
241,741,10024,3,android,132,14,1,3
242,649,10031,3,linux,63,7,1,1
243,1522,10036,3,android,59,8,1,3
244,2368,10039,3,iphone,78,11,1,5
245,1,10041,3,android,93,9,2,3
246,2212,10044,3,android,98,7,2,6.5
247,97,10046,3,android,116,10,2,2.5
248,277,10048,3,iphone,99,12,1,20
249,2306,10050,3,android,102,15,1,3
250,1732,10090,3,iphone,86,11,1,20
251,455,10253,3,android,93,8,2,11.5
252,2293,10366,2,iphone,366,34,2,7.5
253,1019,10367,2,windows,372,47,1,5
254,430,10994,3,android,23,3,2,2.5
255,855,11701,3,iphone,343,51,1,20
256,1734,12141,1,android,350,42,1,3
257,1915,12144,2,iphone,322,42,4,12.5
258,1000,12178,2,iphone,776,79,1,20
259,624,12315,4,iphone,100,12,1,5
260,518,12318,4,linux,96,11,2,1
261,1450,12322,4,android,104,17,2,3
262,2383,12326,4,android,201,24,1,3
263,1143,12330,4,android,63,4,2,2.5
264,1652,12331,4,android,62,8,1,20
265,21,12333,4,android,71,9,1,3
266,1300,12334,4,android,57,5,3,3
267,371,12338,4,android,72,8,1,5
268,1091,12341,4,mac,77,7,1,3
269,2222,12345,4,iphone,129,15,2,6.5
270,1260,12346,4,iphone,126,23,1,10
271,1623,12351,4,iphone,82,6,2,15
272,2208,12356,4,android,83,8,2,11.5
273,271,12358,4,android,107,8,1,2
274,1658,12360,4,iphone,56,6,2,15
275,121,12362,4,android,71,6,1,3
276,1874,12365,4,mac,73,5,1,2
277,374,12367,4,android,63,13,1,1
278,1205,12369,4,android,67,4,1,2
279,1958,12370,4,android,57,6,2,3
280,934,12375,4,windows,61,11,2,6
281,1064,12376,4,windows,58,8,1,1
282,1801,12385,4,android,144,14,2,2.5
283,76,12392,4,windows,42,6,1,5
284,90,12401,4,android,43,6,1,3
285,1717,12404,4,iphone,49,2,1,5
286,1782,12406,4,android,44,5,2,3
287,1022,12407,4,windows,29,3,2,1.5
288,233,12408,4,android,45,7,1,2
289,643,12415,4,android,196,19,1,10
290,2216,12416,4,iphone,188,22,1,20
291,221,12418,4,iphone,71,6,3,16.67
292,1065,12419,4,iphone,80,7,1,20
293,1892,12422,4,linux,80,7,1,1
294,471,12423,4,iphone,84,9,2,20
295,1329,12425,4,android,84,13,1,2
296,2384,12428,4,windows,88,15,1,1
297,1935,12431,4,windows,82,5,1,2
298,1815,12437,4,iphone,358,52,2,15
299,2229,12439,4,iphone,78,13,2,7.5
300,2243,12441,4,android,68,13,1,3
301,279,12443,4,windows,73,6,1,1
302,868,12444,4,iphone,79,12,1,20
303,2146,12447,4,linux,60,9,1,1
304,400,12449,4,iphone,82,5,2,15
305,2127,12450,4,linux,75,11,1,2
306,127,12456,4,iphone,83,12,2,20
307,2161,12457,4,android,84,9,1,3
308,210,12467,4,android,153,15,1,5
309,2283,12474,4,android,22,1,1,5
310,935,12477,4,iphone,155,22,1,20
311,1485,12481,4,iphone,115,17,1,20
312,810,12484,4,android,108,9,1,3
313,2030,12486,4,windows,97,13,1,1
314,1863,12490,4,android,54,4,2,3
315,881,12491,4,iphone,50,12,2,15
316,1059,12494,4,android,35,5,2,2.5
317,2139,12498,4,android,53,4,1,5
318,1740,12499,4,windows,43,2,1,5
319,670,12500,4,iphone,50,6,1,20
320,1538,12503,4,iphone,50,11,1,10
321,770,12509,4,iphone,117,11,1,10
322,1042,12511,4,android,83,6,1,5
323,1234,12515,4,android,83,9,2,3
324,165,12516,4,iphone,96,9,2,12.5
325,1436,12517,4,android,110,14,1,3
326,1320,12521,4,iphone,137,19,1,20
327,2221,12522,4,iphone,156,17,1,20
328,2285,12524,4,iphone,128,6,2,15
329,867,12529,4,iphone,107,8,2,15
330,801,12531,4,iphone,123,23,2,15
331,511,12538,4,iphone,140,16,1,20
332,1471,12539,4,iphone,116,15,2,15
333,1085,12540,4,windows,135,15,2,1.5
334,83,12546,4,android,103,13,2,4
335,462,12547,4,android,118,11,1,3
336,212,12549,4,android,120,17,2,2
337,1588,12554,4,android,50,3,1,3
338,1567,12557,4,android,49,7,2,3
339,1997,12558,4,android,58,4,1,2
340,504,12560,4,iphone,60,10,2,7.5
341,1367,12562,4,windows,58,7,1,1
342,1157,12563,4,android,57,9,2,3
343,68,12564,4,android,47,7,1,1
344,564,12567,4,linux,52,2,1,1
345,1315,12573,4,windows,82,10,2,1.5
346,12,12575,4,iphone,98,8,1,20
347,736,12576,4,android,94,13,1,1
348,473,12578,4,iphone,96,7,2,15
349,1360,12579,4,iphone,83,7,2,7.5
350,1721,12581,4,windows,91,8,2,1
351,426,12583,4,android,97,12,1,3
352,1162,12585,4,windows,145,27,1,5
353,1697,12600,4,iphone,140,20,1,20
354,1093,12601,4,android,148,18,1,3
355,113,12602,4,windows,146,17,2,1
356,1370,12603,4,iphone,96,10,1,2
357,1856,12606,4,linux,119,15,2,1
358,1264,12607,4,linux,104,18,1,1
359,455,12611,4,android,108,12,1,5
360,1270,12613,4,iphone,116,15,1,20
361,62,12614,4,android,107,9,2,3
362,2132,12618,4,iphone,112,13,2,20
363,253,12629,4,android,101,13,2,2
364,65,12630,4,android,66,10,1,1
365,1771,12632,4,iphone,72,8,1,10
366,358,12633,4,android,80,10,3,2.67
367,751,12637,4,android,93,7,1,3
368,1457,12642,4,windows,127,13,2,1
369,2248,12643,4,linux,103,9,3,1.33
370,1769,12644,4,iphone,340,43,1,10
371,1214,12650,4,linux,112,10,2,1
372,1404,12657,4,mac,112,14,2,6
373,2218,12660,4,android,108,7,3,2.33
374,244,12661,4,android,136,16,2,2
375,2359,12668,4,iphone,114,14,1,10
376,864,12671,4,android,110,17,2,2
377,84,12672,4,android,113,18,2,3.5
378,1732,12681,4,iphone,122,21,1,2
379,1972,12683,4,mac,374,36,2,6
380,1639,12684,4,iphone,397,48,1,10
381,417,12688,4,android,122,19,1,5
382,2230,12690,4,android,110,13,1,3
383,239,12693,4,iphone,157,13,2,5
384,352,12695,4,iphone,167,20,1,20
385,741,12697,4,android,176,16,2,2
386,1756,12699,4,android,73,9,1,3
387,649,12703,4,linux,83,5,2,1
388,1522,12708,4,android,82,11,1,3
389,9,12710,4,iphone,91,11,1,10
390,2368,12711,4,iphone,100,11,1,10
391,1,12713,4,android,88,14,2,2
392,2212,12716,4,android,107,11,1,3
393,2032,12717,4,windows,84,8,2,1
394,97,12718,4,android,105,16,1,2
395,1804,12719,4,iphone,105,16,2,5
396,1793,12722,4,android,129,9,1,3
397,2306,12723,4,android,146,10,1,5
398,2092,12725,4,iphone,135,8,1,5
399,34,12753,4,iphone,149,12,2,10
400,1634,12754,1,iphone,620,64,1,2
401,2128,12791,1,android,793,64,1,3
402,399,12840,2,android,792,76,1,3
403,1201,12853,4,iphone,95,10,1,20
404,1989,12878,4,iphone,91,13,2,11
405,1615,12918,4,android,392,27,1,5
406,2209,12919,4,android,389,43,1,3
407,1051,12927,1,iphone,207,22,1,5
408,2142,13340,3,android,45,6,1,5
409,956,13353,4,iphone,75,6,1,10
410,1111,13576,2,android,409,42,1,1
411,375,13751,1,iphone,544,64,1,10
412,436,13812,4,android,982,94,1,20
413,2142,13839,4,android,270,35,2,4
414,143,13857,4,android,59,8,1,3
415,2356,13910,2,android,829,81,2,3
416,1546,14043,4,android,51,12,1,3
417,1051,14088,2,iphone,357,37,1,10
418,403,14130,4,iphone,76,8,1,20
419,498,14434,3,android,207,24,1,3
420,1016,14553,4,windows,206,20,1,2
421,855,14554,4,iphone,182,31,3,11.67
422,1915,14556,3,iphone,240,30,4,15
423,399,14737,3,android,965,99,1,1
424,1889,14748,4,iphone,43,2,1,20
425,2081,14790,4,android,174,16,1,3
426,2182,14895,2,windows,140,13,1,1
427,2278,14968,4,android,18,2,1,20
428,1477,15020,1,iphone,504,64,1,5
429,388,15021,4,iphone,154,15,1,20
430,971,15080,1,android,328,35,1,3
431,168,15081,1,iphone,261,31,2,15
432,2293,15088,4,iphone,438,52,1,10
433,1019,15089,4,windows,462,55,1,1
434,1837,15609,3,iphone,102,15,1,5
435,1111,15672,3,android,193,24,2,2
436,1925,15772,2,android,687,81,1,1
437,624,15792,5,iphone,111,18,3,15
438,518,15795,5,linux,113,18,3,1
439,1450,15799,5,android,108,10,1,3
440,1241,15807,5,iphone,153,21,1,20
441,464,15808,5,iphone,125,21,1,20
442,1889,15809,5,iphone,153,15,1,10
443,1277,15810,5,windows,104,9,2,1
444,1652,15813,5,android,87,15,1,1
445,1300,15816,5,android,95,9,4,3.5
446,1027,15821,5,iphone,100,11,2,15
447,430,15824,5,android,94,6,2,2.5
448,2222,15827,5,iphone,129,15,3,11
449,1260,15828,5,iphone,150,18,2,12.5
450,222,15829,5,iphone,141,20,1,10
451,390,15831,5,linux,163,16,3,1.67
452,1155,15832,5,iphone,141,16,3,3.33
453,1362,15834,5,iphone,89,8,2,7.5
454,271,15840,5,android,99,15,2,3
455,121,15848,5,android,50,5,2,2
456,970,15850,5,iphone,61,6,4,11.75
457,1874,15851,5,mac,63,6,2,11
458,374,15852,5,android,57,8,4,2
459,1205,15854,5,android,46,8,3,3
460,1958,15855,5,android,54,8,1,5
461,934,15860,5,windows,53,10,2,1
462,1145,15866,5,windows,119,14,2,1
463,355,15867,5,iphone,126,7,2,11
464,76,15880,5,windows,59,8,1,1
465,208,15886,5,iphone,44,6,2,12.5
466,157,15887,5,iphone,43,3,2,11.5
467,1717,15892,5,iphone,45,4,1,20
468,1782,15894,5,android,49,5,1,10
469,1022,15895,5,windows,49,7,2,1
470,233,15896,5,android,41,5,4,3
471,1807,15900,5,iphone,168,23,1,20
472,643,15903,5,android,177,21,3,3
473,2216,15904,5,iphone,166,17,1,10
474,820,15907,5,android,94,13,2,3
475,611,15910,5,iphone,87,10,1,10
476,1892,15912,5,linux,80,10,2,1
477,1329,15915,5,android,74,5,1,3
478,856,15916,5,iphone,78,6,1,10
479,382,15917,5,iphone,88,7,1,20
480,2384,15918,5,windows,80,16,3,3.67
481,1465,15922,5,android,258,36,3,1.67
482,1815,15928,5,iphone,347,53,1,5
483,1273,15930,5,windows,310,34,1,10
484,2229,15931,5,iphone,60,7,3,20
485,2199,15932,5,android,74,12,1,1
486,807,15934,5,linux,74,9,1,1
487,868,15936,5,iphone,82,14,1,10
488,2127,15942,5,linux,57,9,1,1
489,740,15943,5,iphone,63,10,3,16.67
490,445,15948,5,android,107,12,1,5
491,127,15950,5,iphone,104,10,1,10
492,1001,15957,5,android,109,12,1,3
493,210,15960,5,android,156,16,2,3
494,1880,15962,5,windows,163,12,2,1
495,1926,15966,5,android,173,16,1,2
496,827,15968,5,iphone,173,17,1,3
497,935,15970,5,iphone,173,25,1,20
498,1318,15975,5,iphone,110,12,2,12.5
499,810,15977,5,android,105,9,1,3
500,2030,15979,5,windows,121,14,3,2
501,1393,15980,5,linux,121,17,1,1
502,448,15981,5,android,130,12,2,2.5
503,1049,15982,5,windows,124,11,1,3
504,143,15983,5,android,97,12,3,3
505,1863,15984,5,android,57,8,2,2
506,881,15985,5,iphone,69,3,2,15
507,1059,15988,5,android,57,6,2,11.5
508,2139,15992,5,android,40,7,2,2.5
509,1740,15993,5,windows,60,13,1,1
510,670,15994,5,iphone,51,7,3,16.67
511,1538,15997,5,iphone,46,6,1,5
512,769,16000,5,android,56,6,1,3
513,1687,16001,5,android,50,6,4,3.5
514,1042,16006,5,android,99,15,1,5
515,2379,16007,5,android,91,6,1,3
516,1026,16008,5,iphone,99,11,1,20
517,1234,16010,5,android,95,15,1,20
518,165,16011,5,iphone,109,13,1,10
519,1436,16012,5,android,92,11,1,3
520,1163,16015,5,android,91,11,3,3.67
521,2221,16017,5,iphone,114,14,2,7.5
522,306,16018,5,windows,107,13,1,1
523,2355,16024,5,iphone,115,11,2,15
524,867,16025,5,iphone,109,21,2,20
525,801,16027,5,iphone,125,19,4,17.5
526,2133,16028,5,android,103,14,1,3
527,2029,16029,5,iphone,110,17,1,20
528,931,16030,5,windows,91,11,1,1
529,511,16035,5,iphone,120,15,1,20
530,1471,16036,5,iphone,116,18,4,6.5
531,1645,16038,5,mac,104,16,1,2
532,83,16043,5,android,146,17,3,2.67
533,590,16049,5,iphone,142,13,3,9
534,1690,16050,5,linux,155,14,2,1.5
535,1588,16052,5,android,70,5,1,3
536,1567,16055,5,android,61,9,2,2
537,1997,16056,5,android,74,8,2,12.5
538,504,16058,5,iphone,73,7,1,5
539,68,16062,5,android,62,4,2,2
540,1544,16063,5,iphone,82,7,1,20
541,2009,16067,5,iphone,82,12,1,10
542,1017,16069,5,iphone,80,6,3,16.67
543,1315,16071,5,windows,115,14,2,1
544,12,16073,5,iphone,107,17,3,14.33
545,473,16076,5,iphone,114,15,3,9
546,1360,16077,5,iphone,107,14,1,20
547,1721,16079,5,windows,118,12,3,1.67
548,426,16081,5,android,103,7,3,3
549,1162,16083,5,windows,153,19,3,7.33
550,34,16087,5,iphone,163,19,2,12.5
551,1516,16091,5,windows,137,10,4,1.25
552,943,16098,5,iphone,130,10,3,10
553,1697,16102,5,iphone,216,26,2,15
554,113,16104,5,windows,205,25,1,1
555,1370,16105,5,iphone,111,10,2,20
556,1856,16108,5,linux,106,16,1,1
557,1307,16112,5,windows,101,9,2,2
558,455,16113,5,android,104,8,1,20
559,1201,16114,5,iphone,102,15,2,15
560,1270,16116,5,iphone,90,18,1,20
561,367,16122,5,windows,86,6,1,2
562,253,16133,5,android,76,12,1,3
563,343,16144,5,windows,96,9,1,3
564,751,16145,5,android,97,9,1,3
565,1457,16150,5,windows,113,12,2,1.5
566,2248,16151,5,linux,94,10,2,1
567,1989,16152,5,iphone,103,16,1,20
568,1769,16154,5,iphone,423,45,1,20
569,1821,16155,5,windows,405,32,2,1.5
570,1214,16160,5,linux,116,11,1,1
571,365,16165,5,android,117,12,1,20
572,1546,16166,5,android,158,21,1,3
573,1404,16168,5,mac,104,15,1,1
574,997,16175,5,android,88,15,1,3
575,1945,16177,5,windows,101,6,1,1
576,309,16179,5,windows,122,9,2,1
577,2359,16182,5,iphone,110,15,1,10
578,84,16186,5,android,135,8,3,4.33
579,1732,16195,5,iphone,121,19,2,20
580,1972,16198,5,mac,441,44,1,10
581,1639,16199,5,iphone,478,59,2,20
582,2177,16200,5,iphone,99,12,1,20
583,417,16203,5,android,107,12,1,10
584,2230,16205,5,android,106,14,1,20
585,1535,16210,5,iphone,162,18,1,20
586,239,16211,5,iphone,63,7,1,10
587,352,16213,5,iphone,157,18,1,20
588,819,16216,5,iphone,84,9,1,10
589,1756,16217,5,android,106,10,1,3
590,1640,16219,5,iphone,93,8,3,15
591,649,16221,5,linux,94,8,1,1
592,412,16224,5,iphone,100,15,1,20
593,1522,16226,5,android,89,11,2,3
594,1609,16227,5,windows,98,13,4,1
595,9,16228,5,iphone,98,8,2,15
596,1103,16229,5,android,104,6,4,2.5
597,2032,16236,5,windows,91,8,2,2
598,97,16237,5,android,101,12,1,3
599,1804,16238,5,iphone,115,14,2,10
600,277,16239,5,iphone,91,11,1,5
601,1744,16240,5,linux,110,12,1,1
602,2278,16241,5,android,90,10,1,3
603,1793,16242,5,android,113,9,2,4
604,1657,16256,4,android,208,23,2,3
605,1809,16343,3,android,481,45,1,3
606,1730,16344,3,android,516,55,1,2
607,926,16355,5,android,63,10,1,2
608,1719,16447,4,windows,195,20,1,3
609,754,16514,5,android,192,18,1,3
610,1615,16515,5,android,177,19,2,2.5
611,2209,16516,5,android,185,13,1,3
612,717,16560,5,windows,112,12,1,1
613,1911,16581,4,linux,329,41,1,1
614,10,16583,1,linux,561,64,3,1
615,2182,16665,3,windows,183,26,1,3
616,397,16666,3,iphone,208,32,2,15
617,2244,16676,5,iphone,93,13,3,11.67
618,2227,16702,5,iphone,104,11,2,11.5
619,1563,16796,4,iphone,470,44,1,5
620,1249,16827,4,windows,349,44,1,1
621,973,16828,4,iphone,310,39,1,20
622,726,16884,5,iphone,113,12,2,15
623,1190,16981,3,iphone,486,51,1,20
624,2128,17017,3,android,412,41,1,3
625,1527,17157,3,windows,298,35,1,1
626,305,17205,5,android,41,4,1,3
627,923,17237,2,android,135,17,2,4
628,1477,17258,2,iphone,688,81,2,5
629,1495,17484,5,iphone,145,16,3,11.67
630,1803,17529,2,iphone,481,53,1,20
631,1403,17569,5,iphone,80,12,2,15
632,2142,17605,5,android,284,43,2,3
633,2073,17646,5,android,46,5,1,3
634,1837,17825,4,iphone,211,23,1,10
635,1000,17853,4,iphone,685,78,1,20
636,2190,17882,5,windows,56,3,2,3
637,1760,17932,3,android,12,1,1,3
638,1581,17964,3,android,212,23,2,11.5
639,1760,18014,4,android,513,60,1,5
640,977,18066,4,iphone,222,34,1,10
641,2343,18110,3,android,331,34,2,4
642,1548,18166,5,android,82,7,1,2
643,2081,18374,5,android,132,12,2,11.5
644,388,18375,5,iphone,139,14,2,15
645,1422,18376,5,android,131,17,1,3
646,1681,18378,5,mac,128,15,2,3
647,10,18403,2,linux,764,81,1,1
648,256,18419,2,android,406,41,1,3
649,1097,18505,3,iphone,270,19,2,20
650,2254,18514,5,android,137,16,1,3
651,1811,18582,5,iphone,28,4,1,10
652,1210,18604,3,iphone,72,10,1,5
653,765,18704,5,iphone,39,5,1,10
654,969,18943,5,iphone,41,4,1,20
655,2293,18992,5,iphone,327,27,1,5
656,1019,18993,5,windows,348,38,2,1
657,420,19008,5,windows,48,6,1,3
658,1911,19032,5,linux,576,52,1,1
659,286,19074,5,iphone,39,1,1,5
660,1087,19141,3,mac,117,12,1,3
661,1809,19239,4,android,388,50,1,3
662,1730,19240,4,android,361,33,2,3
663,2361,19358,5,iphone,14,2,1,10
664,1210,19511,4,iphone,333,38,2,7.5
665,1044,19578,1,iphone,281,31,2,7.5
